pose.x,pose.y
2.28139033424668e-05,-6.034809985067113e-07
2.392397800576873e-05,-6.037506068423681e-07
2.6489255105843768e-05,-6.038766287019826e-07
2.911601222876925e-05,-6.038294486643281e-07
3.0602459446527064e-05,-6.035197088749555e-07
3.055173147004098e-05,-6.034267698851181e-07
2.945385131170042e-05,-6.033343424860504e-07
2.8259086320758797e-05,-6.034138095856179e-07
2.7811489417217672e-05,-6.039672371116467e-07
2.8416634449968114e-05,-6.039878144292743e-07
2.9768929380225018e-05,-6.037161028871196e-07
3.122556518064812e-05,-6.035958222128102e-07
3.221451333956793e-05,-6.034031798662909e-07
3.24991560773924e-05,-6.037004709469329e-07
3.225464388378896e-05,-6.039103936927859e-07
3.189833660144359e-05,-6.040350513103476e-07
3.182525324518792e-05,-6.045813734090189e-07
3.222169470973313e-05,-6.040253879291413e-07
3.298333831480704e-05,-6.041359483788256e-07
3.384931915206835e-05,-6.039707045601972e-07
3.455133264651522e-05,-6.040160087650293e-07
3.496081626508385e-05,-6.039967388460354e-07
3.511503746267408e-05,-6.042708946552011e-07
3.517237928463146e-05,-6.046822704774968e-07
3.531542461132631e-05,-6.043425742063846e-07
3.564293001545593e-05,-6.04342005772196e-07
0.00011145397002110258,-7.218608288894757e-07
0.0005715840961784124,-1.0340721701140865e-06
0.0016907217213883996,-1.2328010825513047e-06
0.0037140483036637306,-1.1761569567170227e-06
0.006941890809684992,-9.333039088232908e-07
0.011646358296275139,-5.909712399443379e-07
0.018112460151314735,-1.7118236428359523e-07
0.026630504056811333,5.010710992792156e-07
0.03748071566224098,1.7295074030698743e-06
0.050723444670438766,3.7432637327583507e-06
0.06635302305221558,6.661860425083432e-06
0.08437150716781616,1.0525465768296272e-05
0.10478651523590088,1.548418731545098e-05
0.12760640680789948,2.1754216504632495e-05
0.1528821885585785,2.962857615784742e-05
0.18061769008636475,3.936698703910224e-05
0.21074219048023224,5.10369281983003e-05
0.24320675432682037,6.475851841969416e-05
0.27800214290618896,8.065038855420426e-05
0.3151576519012451,9.886574116535485e-05
0.3547191321849823,0.00011957182141486555
0.39672213792800903,0.00014295672008302063
0.44116562604904175,0.00016919587505981326
0.48779454827308655,0.00019852511468343437
0.5362271666526794,0.00023054891789797693
0.5862379670143127,0.0002647475339472294
0.6375871896743774,0.00030082499142736197
0.6900402307510376,0.00033856037771329284
0.7433213591575623,0.00037772810901515186
0.7971263527870178,0.0004179843235760927
0.8510607481002808,0.0004588040173985064
0.9049434661865234,0.000499647343531251
0.9588949084281921,0.0005403297836892307
1.01324462890625,0.0005812704330310225
1.0683002471923828,0.0006231751758605242
1.1243234872817993,0.0006666068220511079
1.181581735610962,0.0007119521033018827
1.2402830123901367,0.0007593096815980971
1.3006559610366821,0.0008089235052466393
1.3629834651947021,0.0008613552781753242
1.4275702238082886,0.0009173950529657304
1.4943957328796387,0.0009778981329873204
1.5632305145263672,0.0010423940839245915
1.633816123008728,0.0011103807482868433
1.7058712244033813,0.0011810794239863753
1.7790954113006592,0.0012541115283966064
1.8531601428985596,0.0013292465591803193
1.9277743101119995,0.0014059996465221047
2.0026333332061768,0.001483821077272296
2.077502965927124,0.0015619465848430991
2.15238618850708,0.0016399529995396733
2.2273056507110596,0.0017179445130750537
2.302262544631958,0.0017960646655410528
2.377239465713501,0.0018743660766631365
2.452211380004883,0.0019527619006112218
2.527158498764038,0.00203111139126122
2.602077007293701,0.002109371591359377
2.6769771575927734,0.002187503268942237
2.751877784729004,0.0022655916400253773
2.8267946243286133,0.0023437230847775936
2.901808977127075,0.0024219064507633448
2.9772238731384277,0.002500474452972412
3.053300142288208,0.0025801684241741896
3.130305767059326,0.002661624224856496
3.20849609375,0.0027453964576125145
3.2881717681884766,0.0028319484554231167
3.3696036338806152,0.00292196124792099
3.4530935287475586,0.0030162471812218428
3.538928270339966,0.0031154544558376074
3.6271674633026123,0.003220323706045747
3.7177987098693848,0.00333096063695848
3.81081485748291,0.003447346156463027
3.906219005584717,0.003569596679881215
4.003994941711426,0.003697887295857072
4.103922367095947,0.0038322852924466133
4.205714225769043,0.003972157370299101
4.309083461761475,0.004116684664040804
4.41375207901001,0.004265102557837963
4.519437789916992,0.004416691139340401
4.625860214233398,0.004570713732391596
4.732699871063232,0.004726476036012173
4.839666843414307,0.005630058236420155
4.9463210105896,0.010040849447250366
5.052064895629883,0.019923407584428787
5.156790733337402,0.034924060106277466
5.261231899261475,0.052149977535009384
5.365706920623779,0.06973037868738174
5.470229625701904,0.08712173998355865
5.574661731719971,0.10489356517791748
5.679007530212402,0.12293662130832672
5.783314228057861,0.14101646840572357
5.887573719024658,0.15926799178123474
5.991300582885742,0.17973512411117554
6.093754291534424,0.204305037856102
6.195461750030518,0.23140496015548706
6.297296047210693,0.2583187520503998
6.399187088012695,0.285113126039505
6.501001834869385,0.3121647238731384
6.602740287780762,0.3393978476524353
6.704439163208008,0.3666594624519348
6.806145191192627,0.39382514357566833
6.907886981964111,0.4208650290966034
7.009665489196777,0.44783976674079895
7.111460208892822,0.4748391807079315
7.213250160217285,0.5019161105155945
7.315021991729736,0.5290601849555969
7.416778087615967,0.5562191605567932
